,Date,Team,Loc,Opp,WL,RS,RA,Name,ERA,FIP
3760,Apr 19,redsox,vs,MIN,L,4,10,Joe Ryan,2.84,3.07
3761,Apr 20,redsox,vs,MIN,W,11,5,Kenta Maeda,4.09,3.47
3762,Apr 21,redsox,at,MIL,W,5,3,Freddy Peralta,3.18,3.05
3763,Apr 22,redsox,at,MIL,L,4,5,Wade Miley,1.5,3.12
3764,Apr 23,redsox,at,MIL,W,12,5,Corbin Burnes,4.76,4.7
3765,Apr 24,redsox,at,BAL,L,4,5,Dean Kremer,6.16,6.49
3766,Apr 25,redsox,at,BAL,W,8,6,Kyle Bradish,0.0,1.98
3767,Apr 26,redsox,at,BAL,L,2,6,Tyler Wells,2.7,3.84
3768,Apr 28,redsox,vs,CLE,L,2,5,Shane Bieber,3.23,3.68
3769,Apr 29,redsox,vs,CLE,W,8,7,Zach Plesac,6.5,3.95
3770,Apr 30,redsox,vs,CLE,W,7,1,Logan Allen,1.5,3.28
3771,May 1,redsox,vs,TOR,W,6,5,Jose Berrios,4.71,2.27
3772,May 2,redsox,vs,TOR,W,7,6,Yusei Kikuchi,3.0,4.77
3773,May 3,redsox,vs,TOR,W,8,3,Alek Manoah,4.88,5.77
3774,May 4,redsox,vs,TOR,W,11,5,Kevin Gausman,2.33,2.3
3775,May 5,redsox,at,PHI,W,5,3,Zack Wheeler,3.86,2.46
3776,May 6,redsox,at,PHI,W,7,4,Bailey Falter,5.01,4.99
3777,May 7,redsox,at,PHI,L,1,6,Taijuan Walker,6.91,6.21
3778,May 9,redsox,at,ATL,L,3,9,Charlie Morton,3.38,4.03
3779,May 10,redsox,at,ATL,W,5,2,Dylan Lee,2.81,3.47
3780,May 12,redsox,vs,STL,L,6,8,Adam Wainwright,7.2,1.28
3781,May 13,redsox,vs,STL,L,3,4,Steven Matz,5.7,5.21
3782,May 14,redsox,vs,STL,L,1,9,Miles Mikolas,5.4,4.58
3783,May 15,redsox,vs,SEA,L,1,10,George Kirby,2.62,2.64
3784,May 16,redsox,vs,SEA,W,9,4,Luis Castillo,2.7,2.53
3785,May 17,redsox,vs,SEA,W,12,3,Marco Gonzales,4.42,4.32
3786,May 19,redsox,at,SDP,W,6,1,Blake Snell,4.61,5.24
3787,May 20,redsox,at,SDP,W,4,2,Joe Musgrove,6.63,6.13
3788,May 21,redsox,at,SDP,L,0,7,Michael Wacha,4.06,3.62
3789,May 22,redsox,at,LAA,L,1,2,Jaime Barria,1.96,3.5
3790,May 23,redsox,at,LAA,L,0,4,Griffin Canning,6.14,5.13
3791,May 24,redsox,at,LAA,L,3,7,Tyler Anderson,5.27,5.84
3792,May 26,redsox,at,ARI,W,7,2,Brandon Pfaadt,7.65,7.63
3793,May 27,redsox,at,ARI,W,2,1,Zach Davies,5.79,6.5
3794,May 28,redsox,at,ARI,L,2,4,Merrill Kelly,2.98,3.67
3795,May 30,redsox,vs,CIN,L,8,9,Ben Lively,2.65,3.99
3796,May 31,redsox,vs,CIN,L,4,5,Luke Weaver,5.45,5.28
3797,Jun 1,redsox,vs,CIN,W,8,2,Hunter Greene,4.18,3.62
3798,Jun 3,redsox,vs,TBR,W,8,5,Trevor Kelley,4.91,7.1
3799,Jun 3,redsox,vs,TBR,L,2,4,Tyler Glasnow,6.23,3.28
3800,Jun 4,redsox,vs,TBR,L,2,6,Taj Bradley,3.6,2.82
3801,Jun 5,redsox,vs,TBR,L,1,4,Shane McClanahan,2.07,3.4
3802,Jun 6,redsox,at,CLE,W,5,4,Shane Bieber,3.72,4.14
3803,Jun 7,redsox,at,CLE,L,2,5,Tanner Bibee,3.2,3.23
3804,Jun 8,redsox,at,CLE,L,3,10,Aaron Civale,2.04,2.6
3805,Jun 9,redsox,at,NYY,W,3,2,Gerrit Cole,2.82,3.65
3806,Jun 10,redsox,at,NYY,L,1,3,Domingo German,3.69,4.34
3807,Jun 11,redsox,at,NYY,W,3,2,Clarke Schmidt,4.96,4.32
3808,Jun 12,redsox,vs,COL,L,3,4,Connor Seabold,5.412842655433341,4.874726837766857
3809,Jun 13,redsox,vs,COL,L,6,7,Chase Anderson,5.412842655433341,4.874726837766857
3810,Jun 14,redsox,vs,COL,W,6,3,Austin Gomber,5.412842655433341,4.874726837766857
3811,Jun 16,redsox,vs,NYY,W,15,5,Domingo German,5.412842655433341,4.874726837766857
3812,Jun 18,redsox,vs,NYY,W,6,2,Clarke Schmidt,5.412842655433341,4.874726837766857
3813,Jun 18,redsox,vs,NYY,W,4,1,Luis Severino,5.412842655433341,4.874726837766857
3814,Jun 19,redsox,at,MIN,W,9,3,Pablo Lopez,5.412842655433341,4.874726837766857
3815,Jun 20,redsox,at,MIN,W,10,4,Bailey Ober,5.412842655433341,4.874726837766857
3816,Jun 21,redsox,at,MIN,L,4,5,Sonny Gray,5.412842655433341,4.874726837766857
3817,Jun 22,redsox,at,MIN,L,0,6,Joe Ryan,5.412842655433341,4.874726837766857
3818,Jun 23,redsox,at,CHW,W,3,1,Lucas Giolito,5.412842655433341,4.874726837766857
3819,Jun 24,redsox,at,CHW,L,4,5,Lance Lynn,5.412842655433341,4.874726837766857
3820,Jun 25,redsox,at,CHW,L,1,4,Tanner Banks,5.412842655433341,4.874726837766857
3821,Jun 27,redsox,vs,MIA,L,1,10,Sandy Alcantara,5.412842655433341,4.874726837766857
3822,Jun 28,redsox,vs,MIA,L,2,6,Braxton Garrett,5.412842655433341,4.874726837766857
3823,Jun 29,redsox,vs,MIA,L,0,2,Jesus Luzardo,5.412842655433341,4.874726837766857
3824,Jun 30,redsox,at,TOR,W,5,0,Jose Berrios,5.412842655433341,4.874726837766857
3825,Jul 1,redsox,at,TOR,W,7,6,Yusei Kikuchi,5.412842655433341,4.874726837766857
3826,Jul 2,redsox,at,TOR,W,5,4,Kevin Gausman,5.412842655433341,4.874726837766857
3827,Jul 4,redsox,vs,TEX,L,2,6,Dane Dunning,5.412842655433341,4.874726837766857
3828,Jul 5,redsox,vs,TEX,W,4,2,Jon Gray,5.412842655433341,4.874726837766857
3829,Jul 6,redsox,vs,TEX,W,10,6,Nathan Eovaldi,5.412842655433341,4.874726837766857
3830,Jul 7,redsox,vs,OAK,W,7,3,Sam Long,5.412842655433341,4.874726837766857
3831,Jul 8,redsox,vs,OAK,,,,Austin Pruitt,5.412842655433341,4.874726837766857
3832,Jul 9,redsox,vs,OAK,,,,JP Sears,5.412842655433341,4.874726837766857
3833,Jul 14,redsox,at,CHC,,,,Kyle Hendricks,5.412842655433341,4.874726837766857
3834,Jul 15,redsox,at,CHC,,,,Drew Smyly,5.412842655433341,4.874726837766857
3835,Jul 16,redsox,at,CHC,,,,Marcus Stroman,5.412842655433341,4.874726837766857
3836,Jul 17,redsox,at,OAK,,,,Luis Medina,5.412842655433341,4.874726837766857
3837,Jul 18,redsox,at,OAK,,,,Ken Waldichuk,5.412842655433341,4.874726837766857
3838,Jul 19,redsox,at,OAK,,,,Paul Blackburn,5.412842655433341,4.874726837766857
3839,Jul 21,redsox,vs,NYM,,,,Justin Verlander,5.412842655433341,4.874726837766857
3840,Jul 22,redsox,vs,NYM,,,,Kodai Senga,5.412842655433341,4.874726837766857
3841,Jul 23,redsox,vs,NYM,,,,,5.412842655433341,4.874726837766857
3842,Jul 25,redsox,vs,ATL,,,,,5.412842655433341,4.874726837766857
3843,Jul 26,redsox,vs,ATL,,,,,5.412842655433341,4.874726837766857
3844,Jul 28,redsox,at,SFG,,,,,5.412842655433341,4.874726837766857
3845,Jul 29,redsox,at,SFG,,,,,5.412842655433341,4.874726837766857
3846,Jul 30,redsox,at,SFG,,,,,5.412842655433341,4.874726837766857
3847,Jul 31,redsox,at,SEA,,,,,5.412842655433341,4.874726837766857
3848,Aug 1,redsox,at,SEA,,,,,5.412842655433341,4.874726837766857
3849,Aug 2,redsox,at,SEA,,,,,5.412842655433341,4.874726837766857
3850,Aug 4,redsox,vs,TOR,,,,,5.412842655433341,4.874726837766857
3851,Aug 5,redsox,vs,TOR,,,,,5.412842655433341,4.874726837766857
3852,Aug 6,redsox,vs,TOR,,,,,5.412842655433341,4.874726837766857
3853,Aug 7,redsox,vs,KCR,,,,,5.412842655433341,4.874726837766857
3854,Aug 8,redsox,vs,KCR,,,,,5.412842655433341,4.874726837766857
3855,Aug 9,redsox,vs,KCR,,,,,5.412842655433341,4.874726837766857
3856,Aug 10,redsox,vs,KCR,,,,,5.412842655433341,4.874726837766857
3857,Aug 11,redsox,vs,DET,,,,,5.412842655433341,4.874726837766857
3858,Aug 12,redsox,vs,DET,,,,,5.412842655433341,4.874726837766857
3859,Aug 13,redsox,vs,DET,,,,,5.412842655433341,4.874726837766857
3860,Aug 15,redsox,at,WSN,,,,,5.412842655433341,4.874726837766857
3861,Aug 16,redsox,at,WSN,,,,,5.412842655433341,4.874726837766857
3862,Aug 17,redsox,at,WSN,,,,,5.412842655433341,4.874726837766857
3863,Aug 18,redsox,at,NYY,,,,,5.412842655433341,4.874726837766857
3864,Aug 19,redsox,at,NYY,,,,,5.412842655433341,4.874726837766857
3865,Aug 20,redsox,at,NYY,,,,,5.412842655433341,4.874726837766857
3866,Aug 21,redsox,at,HOU,,,,,5.412842655433341,4.874726837766857
3867,Aug 22,redsox,at,HOU,,,,,5.412842655433341,4.874726837766857
3868,Aug 23,redsox,at,HOU,,,,,5.412842655433341,4.874726837766857
3869,Aug 24,redsox,at,HOU,,,,,5.412842655433341,4.874726837766857
3870,Aug 25,redsox,vs,LAD,,,,,5.412842655433341,4.874726837766857
3871,Aug 26,redsox,vs,LAD,,,,,5.412842655433341,4.874726837766857
3872,Aug 27,redsox,vs,LAD,,,,,5.412842655433341,4.874726837766857
3873,Aug 28,redsox,vs,HOU,,,,,5.412842655433341,4.874726837766857
3874,Aug 29,redsox,vs,HOU,,,,,5.412842655433341,4.874726837766857
3875,Aug 30,redsox,vs,HOU,,,,,5.412842655433341,4.874726837766857
3876,Sep 1,redsox,at,KCR,,,,,5.412842655433341,4.874726837766857
3877,Sep 2,redsox,at,KCR,,,,,5.412842655433341,4.874726837766857
3878,Sep 3,redsox,at,KCR,,,,,5.412842655433341,4.874726837766857
3879,Sep 4,redsox,at,TBR,,,,,5.412842655433341,4.874726837766857
3880,Sep 5,redsox,at,TBR,,,,,5.412842655433341,4.874726837766857
3881,Sep 6,redsox,at,TBR,,,,,5.412842655433341,4.874726837766857
3882,Sep 8,redsox,vs,BAL,,,,,5.412842655433341,4.874726837766857
3883,Sep 9,redsox,vs,BAL,,,,,5.412842655433341,4.874726837766857
3884,Sep 10,redsox,vs,BAL,,,,,5.412842655433341,4.874726837766857
3885,Sep 11,redsox,vs,NYY,,,,,5.412842655433341,4.874726837766857
3886,Sep 12,redsox,vs,NYY,,,,,5.412842655433341,4.874726837766857
3887,Sep 13,redsox,vs,NYY,,,,,5.412842655433341,4.874726837766857
3888,Sep 14,redsox,vs,NYY,,,,,5.412842655433341,4.874726837766857
3889,Sep 15,redsox,at,TOR,,,,,5.412842655433341,4.874726837766857
3890,Sep 16,redsox,at,TOR,,,,,5.412842655433341,4.874726837766857
3891,Sep 17,redsox,at,TOR,,,,,5.412842655433341,4.874726837766857
3892,Sep 18,redsox,at,TEX,,,,,5.412842655433341,4.874726837766857
3893,Sep 19,redsox,at,TEX,,,,,5.412842655433341,4.874726837766857
3894,Sep 20,redsox,at,TEX,,,,,5.412842655433341,4.874726837766857
3895,Sep 22,redsox,vs,CHW,,,,,5.412842655433341,4.874726837766857
3896,Sep 23,redsox,vs,CHW,,,,,5.412842655433341,4.874726837766857
3897,Sep 24,redsox,vs,CHW,,,,,5.412842655433341,4.874726837766857
3898,Sep 26,redsox,vs,TBR,,,,,5.412842655433341,4.874726837766857
3899,Sep 27,redsox,vs,TBR,,,,,5.412842655433341,4.874726837766857
3900,Sep 28,redsox,at,BAL,,,,,5.412842655433341,4.874726837766857
3901,Sep 29,redsox,at,BAL,,,,,5.412842655433341,4.874726837766857
3902,Sep 30,redsox,at,BAL,,,,,5.412842655433341,4.874726837766857
3903,Oct 1,redsox,at,BAL,,,,,5.412842655433341,4.874726837766857
3904,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
3905,Mar 30,rockies,at,SDP,W,7,2,Blake Snell,5.412842655433341,4.874726837766857
3906,Mar 31,rockies,at,SDP,W,4,1,Nick Martinez,5.412842655433341,4.874726837766857
3907,Apr 1,rockies,at,SDP,L,4,8,Michael Wacha,5.412842655433341,4.874726837766857
3908,Apr 2,rockies,at,SDP,L,1,3,Seth Lugo,5.412842655433341,4.874726837766857
3909,Apr 3,rockies,at,LAD,L,4,13,Michael Grove,5.412842655433341,4.874726837766857
3910,Apr 4,rockies,at,LAD,L,2,5,Julio Urias,3.0,1.78
3911,Apr 6,rockies,vs,WSN,W,1,0,Josiah Gray,9.0,10.68
3912,Apr 7,rockies,vs,WSN,L,5,10,MacKenzie Gore,1.69,3.28
3913,Apr 8,rockies,vs,WSN,L,6,7,Trevor Williams,5.4,7.88
3914,Apr 9,rockies,vs,WSN,W,7,6,Chad Kuhl,7.2,4.88
3915,Apr 10,rockies,vs,STL,W,7,4,Steven Matz,6.75,6.1
3916,Apr 11,rockies,vs,STL,L,6,9,Miles Mikolas,9.64,2.75
3917,Apr 12,rockies,vs,STL,L,4,7,Jack Flaherty,1.8,6.08
3918,Apr 14,rockies,at,SEA,L,3,5,Tommy Milone,5.412842655433341,4.874726837766857
3919,Apr 15,rockies,at,SEA,L,2,9,George Kirby,4.35,3.38
3920,Apr 16,rockies,at,SEA,L,0,1,Luis Castillo,1.02,2.04
3921,Apr 17,rockies,vs,PIT,L,3,14,Rich Hill,7.2,8.22
3922,Apr 18,rockies,vs,PIT,L,3,5,Vince Velasquez,5.4,5.31
3923,Apr 19,rockies,vs,PIT,L,3,14,Johan Oviedo,2.45,4.16
3924,Apr 20,rockies,at,PHI,W,5,0,Matt Strahm,2.13,2.97
3925,Apr 21,rockies,at,PHI,L,3,4,Aaron Nola,5.91,3.57
3926,Apr 22,rockies,at,PHI,L,3,4,Cristopher Sanchez,5.412842655433341,4.874726837766857
3927,Apr 23,rockies,at,PHI,L,3,9,Zack Wheeler,4.79,2.85
3928,Apr 24,rockies,at,CLE,W,6,0,Cal Quantrill,4.15,4.12
3929,Apr 25,rockies,at,CLE,W,5,1,Peyton Battenfield,1.69,3.85
3930,Apr 26,rockies,at,CLE,L,1,4,Tanner Bibee,5.412842655433341,4.874726837766857
3931,Apr 28,rockies,vs,ARI,L,1,9,Merrill Kelly,3.42,4.54
3932,Apr 29,rockies,vs,ARI,L,4,11,Tommy Henry,6.23,8.59
3933,Apr 30,rockies,vs,ARI,W,12,4,Ryne Nelson,5.33,4.84
3934,May 2,rockies,vs,MIL,W,3,2,Freddy Peralta,3.77,3.07
3935,May 3,rockies,vs,MIL,W,7,1,Eric Lauer,5.19,5.67
3936,May 4,rockies,vs,MIL,W,9,6,Wade Miley,1.86,3.39
3937,May 5,rockies,at,NYM,L,0,1,Kodai Senga,4.15,5.4
3938,May 6,rockies,at,NYM,W,5,2,Tylor Megill,4.11,5.57
3939,May 7,rockies,at,NYM,W,13,6,Joey Lucchesi,3.86,4.81
3940,May 8,rockies,at,PIT,L,0,2,Mitch Keller,3.32,3.24
3941,May 9,rockies,at,PIT,W,10,1,Luis L. Ortiz,5.412842655433341,4.874726837766857
3942,May 10,rockies,at,PIT,W,4,3,Rich Hill,4.54,5.22
3943,May 12,rockies,vs,PHI,L,3,6,Taijuan Walker,5.97,5.74
3944,May 13,rockies,vs,PHI,L,4,7,Ranger Suarez,5.412842655433341,4.874726837766857
3945,May 14,rockies,vs,PHI,W,4,0,Aaron Nola,4.44,4.02
3946,May 15,rockies,vs,CIN,W,9,8,Hunter Greene,3.69,3.46
3947,May 16,rockies,vs,CIN,L,1,3,Brandon Williamson,5.412842655433341,4.874726837766857
3948,May 17,rockies,vs,CIN,W,11,6,Graham Ashcraft,3.95,4.42
3949,May 19,rockies,at,TEX,L,2,7,Martin Perez,4.25,5.27
3950,May 20,rockies,at,TEX,L,5,11,Jon Gray,3.15,5.12
3951,May 21,rockies,at,TEX,L,3,13,Andrew Heaney,4.71,5.09
3952,May 22,rockies,vs,MIA,W,5,3,Edward Cabrera,5.13,4.8
3953,May 23,rockies,vs,MIA,W,5,4,Eury Perez,2.79,5.56
3954,May 24,rockies,vs,MIA,L,2,10,Sandy Alcantara,5.05,3.58
3955,May 25,rockies,vs,MIA,W,7,6,Braxton Garrett,4.6,3.75
3956,May 26,rockies,vs,NYM,L,2,5,Max Scherzer,4.01,5.01
3957,May 27,rockies,vs,NYM,W,10,7,Justin Verlander,3.6,4.88
3958,May 28,rockies,vs,NYM,W,11,10,Tylor Megill,4.32,5.44
3959,May 29,rockies,at,ARI,L,5,7,Ryne Nelson,5.02,4.52
3960,May 30,rockies,at,ARI,L,1,5,Zac Gallen,2.97,2.1
3961,May 31,rockies,at,ARI,L,0,6,Tommy Henry,4.5,5.84
3962,Jun 1,rockies,at,ARI,L,4,5,Zach Davies,5.68,5.65
3963,Jun 2,rockies,at,KCR,W,7,2,Jordan Lyles,7.3,6.37
3964,Jun 3,rockies,at,KCR,W,6,4,Daniel Lynch,3.38,2.72
3965,Jun 4,rockies,at,KCR,L,0,2,Brady Singer,7.12,4.89
3966,Jun 6,rockies,vs,SFG,L,4,10,John Brebbia,3.8,2.48
3967,Jun 7,rockies,vs,SFG,L,4,5,Logan Webb,2.85,3.33
3968,Jun 8,rockies,vs,SFG,L,4,6,Alex Cobb,2.71,3.43
3969,Jun 9,rockies,vs,SDP,L,6,9,Yu Darvish,4.1,3.82
3970,Jun 10,rockies,vs,SDP,L,2,3,Ryan Weathers,5.09,5.17
3971,Jun 11,rockies,vs,SDP,W,5,4,Blake Snell,4.06,4.78
3972,Jun 12,rockies,at,BOS,W,4,3,James Paxton,5.412842655433341,4.874726837766857
3973,Jun 13,rockies,at,BOS,W,7,6,Kutter Crawford,5.412842655433341,4.874726837766857
3974,Jun 14,rockies,at,BOS,L,3,6,Garrett Whitlock,5.412842655433341,4.874726837766857
3975,Jun 15,rockies,at,ATL,L,3,8,AJ Smith-Shawver,5.412842655433341,4.874726837766857
3976,Jun 16,rockies,at,ATL,L,1,8,Jared Shuster,5.412842655433341,4.874726837766857
3977,Jun 17,rockies,at,ATL,L,2,10,Bryce Elder,5.412842655433341,4.874726837766857
3978,Jun 18,rockies,at,ATL,L,6,14,Charlie Morton,5.412842655433341,4.874726837766857
3979,Jun 19,rockies,at,CIN,L,4,5,Brandon Williamson,5.412842655433341,4.874726837766857
3980,Jun 20,rockies,at,CIN,L,6,8,Ben Lively,5.412842655433341,4.874726837766857
3981,Jun 21,rockies,at,CIN,L,3,5,Andrew Abbott,5.412842655433341,4.874726837766857
3982,Jun 23,rockies,vs,LAA,W,7,4,Patrick Sandoval,5.412842655433341,4.874726837766857
3983,Jun 24,rockies,vs,LAA,L,1,25,Griffin Canning,5.412842655433341,4.874726837766857
3984,Jun 25,rockies,vs,LAA,W,4,3,Tyler Anderson,5.412842655433341,4.874726837766857
3985,Jun 27,rockies,vs,LAD,L,0,5,Clayton Kershaw,5.412842655433341,4.874726837766857
3986,Jun 28,rockies,vs,LAD,W,9,8,Michael Grove,5.412842655433341,4.874726837766857
3987,Jun 29,rockies,vs,LAD,L,3,14,Emmet Sheehan,5.412842655433341,4.874726837766857
3988,Jun 30,rockies,vs,DET,W,8,5,Michael Lorenzen,5.412842655433341,4.874726837766857
3989,Jul 1,rockies,vs,DET,L,2,4,Brendan White,5.412842655433341,4.874726837766857
3990,Jul 2,rockies,vs,DET,L,9,14,Matt Manning,5.412842655433341,4.874726837766857
3991,Jul 4,rockies,at,HOU,L,1,4,Brandon Bielak,5.412842655433341,4.874726837766857
3992,Jul 5,rockies,at,HOU,L,4,6,J.P. France,5.412842655433341,4.874726837766857
3993,Jul 7,rockies,at,SFG,W,5,2,Ross Stripling,5.412842655433341,4.874726837766857
3994,Jul 8,rockies,at,SFG,,,,Ryan Walker,5.412842655433341,4.874726837766857
3995,Jul 9,rockies,at,SFG,,,,Logan Webb,5.412842655433341,4.874726837766857
3996,Jul 14,rockies,vs,NYY,,,,Carlos Rodon,5.412842655433341,4.874726837766857
3997,Jul 15,rockies,vs,NYY,,,,Clarke Schmidt,5.412842655433341,4.874726837766857
3998,Jul 16,rockies,vs,NYY,,,,Gerrit Cole,5.412842655433341,4.874726837766857
3999,Jul 18,rockies,vs,HOU,,,,Cristian Javier,5.412842655433341,4.874726837766857
4000,Jul 19,rockies,vs,HOU,,,,Hunter Brown,5.412842655433341,4.874726837766857
4001,Jul 21,rockies,at,MIA,,,,Edward Cabrera,5.412842655433341,4.874726837766857
4002,Jul 22,rockies,at,MIA,,,,Braxton Garrett,5.412842655433341,4.874726837766857
4003,Jul 23,rockies,at,MIA,,,,,5.412842655433341,4.874726837766857
4004,Jul 24,rockies,at,WSN,,,,,5.412842655433341,4.874726837766857
4005,Jul 25,rockies,at,WSN,,,,,5.412842655433341,4.874726837766857
4006,Jul 26,rockies,at,WSN,,,,,5.412842655433341,4.874726837766857
4007,Jul 28,rockies,vs,OAK,,,,,5.412842655433341,4.874726837766857
4008,Jul 29,rockies,vs,OAK,,,,,5.412842655433341,4.874726837766857
4009,Jul 30,rockies,vs,OAK,,,,,5.412842655433341,4.874726837766857
4010,Jul 31,rockies,vs,SDP,,,,,5.412842655433341,4.874726837766857
4011,Aug 1,rockies,vs,SDP,,,,,5.412842655433341,4.874726837766857
4012,Aug 2,rockies,vs,SDP,,,,,5.412842655433341,4.874726837766857
4013,Aug 4,rockies,at,STL,,,,,5.412842655433341,4.874726837766857
4014,Aug 5,rockies,at,STL,,,,,5.412842655433341,4.874726837766857
4015,Aug 6,rockies,at,STL,,,,,5.412842655433341,4.874726837766857
4016,Aug 7,rockies,at,MIL,,,,,5.412842655433341,4.874726837766857
4017,Aug 8,rockies,at,MIL,,,,,5.412842655433341,4.874726837766857
4018,Aug 9,rockies,at,MIL,,,,,5.412842655433341,4.874726837766857
4019,Aug 10,rockies,at,LAD,,,,,5.412842655433341,4.874726837766857
4020,Aug 11,rockies,at,LAD,,,,,5.412842655433341,4.874726837766857
4021,Aug 12,rockies,at,LAD,,,,,5.412842655433341,4.874726837766857
4022,Aug 13,rockies,at,LAD,,,,,5.412842655433341,4.874726837766857
4023,Aug 14,rockies,vs,ARI,,,,,5.412842655433341,4.874726837766857
4024,Aug 15,rockies,vs,ARI,,,,,5.412842655433341,4.874726837766857
4025,Aug 16,rockies,vs,ARI,,,,,5.412842655433341,4.874726837766857
4026,Aug 18,rockies,vs,CHW,,,,,5.412842655433341,4.874726837766857
4027,Aug 19,rockies,vs,CHW,,,,,5.412842655433341,4.874726837766857
4028,Aug 20,rockies,vs,CHW,,,,,5.412842655433341,4.874726837766857
4029,Aug 22,rockies,at,TBR,,,,,5.412842655433341,4.874726837766857
4030,Aug 23,rockies,at,TBR,,,,,5.412842655433341,4.874726837766857
4031,Aug 24,rockies,at,TBR,,,,,5.412842655433341,4.874726837766857
4032,Aug 25,rockies,at,BAL,,,,,5.412842655433341,4.874726837766857
4033,Aug 26,rockies,at,BAL,,,,,5.412842655433341,4.874726837766857
4034,Aug 27,rockies,at,BAL,,,,,5.412842655433341,4.874726837766857
4035,Aug 28,rockies,vs,ATL,,,,,5.412842655433341,4.874726837766857
4036,Aug 29,rockies,vs,ATL,,,,,5.412842655433341,4.874726837766857
4037,Aug 30,rockies,vs,ATL,,,,,5.412842655433341,4.874726837766857
4038,Sep 1,rockies,vs,TOR,,,,,5.412842655433341,4.874726837766857
4039,Sep 2,rockies,vs,TOR,,,,,5.412842655433341,4.874726837766857
4040,Sep 3,rockies,vs,TOR,,,,,5.412842655433341,4.874726837766857
4041,Sep 4,rockies,at,ARI,,,,,5.412842655433341,4.874726837766857
4042,Sep 5,rockies,at,ARI,,,,,5.412842655433341,4.874726837766857
4043,Sep 6,rockies,at,ARI,,,,,5.412842655433341,4.874726837766857
4044,Sep 8,rockies,at,SFG,,,,,5.412842655433341,4.874726837766857
4045,Sep 9,rockies,at,SFG,,,,,5.412842655433341,4.874726837766857
4046,Sep 10,rockies,at,SFG,,,,,5.412842655433341,4.874726837766857
4047,Sep 11,rockies,vs,CHC,,,,,5.412842655433341,4.874726837766857
4048,Sep 12,rockies,vs,CHC,,,,,5.412842655433341,4.874726837766857
4049,Sep 13,rockies,vs,CHC,,,,,5.412842655433341,4.874726837766857
4050,Sep 14,rockies,vs,SFG,,,,,5.412842655433341,4.874726837766857
4051,Sep 15,rockies,vs,SFG,,,,,5.412842655433341,4.874726837766857
4052,Sep 16,rockies,vs,SFG,,,,,5.412842655433341,4.874726837766857
4053,Sep 17,rockies,vs,SFG,,,,,5.412842655433341,4.874726837766857
4054,Sep 18,rockies,at,SDP,,,,,5.412842655433341,4.874726837766857
4055,Sep 19,rockies,at,SDP,,,,,5.412842655433341,4.874726837766857
4056,Sep 20,rockies,at,SDP,,,,,5.412842655433341,4.874726837766857
4057,Sep 22,rockies,at,CHC,,,,,5.412842655433341,4.874726837766857
4058,Sep 23,rockies,at,CHC,,,,,5.412842655433341,4.874726837766857
4059,Sep 24,rockies,at,CHC,,,,,5.412842655433341,4.874726837766857
4060,Sep 26,rockies,vs,LAD,,,,,5.412842655433341,4.874726837766857
4061,Sep 26,rockies,vs,LAD,,,,,5.412842655433341,4.874726837766857
4062,Sep 27,rockies,vs,LAD,,,,,5.412842655433341,4.874726837766857
4063,Sep 28,rockies,vs,LAD,,,,,5.412842655433341,4.874726837766857
4064,Sep 29,rockies,vs,MIN,,,,,5.412842655433341,4.874726837766857
4065,Sep 30,rockies,vs,MIN,,,,,5.412842655433341,4.874726837766857
4066,Oct 1,rockies,vs,MIN,,,,,5.412842655433341,4.874726837766857
4067,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
4068,Mar 30,royals,vs,MIN,L,0,2,Pablo Lopez,5.412842655433341,4.874726837766857
4069,Apr 1,royals,vs,MIN,L,0,2,Sonny Gray,5.412842655433341,4.874726837766857
4070,Apr 2,royals,vs,MIN,L,4,7,Joe Ryan,5.412842655433341,4.874726837766857
4071,Apr 3,royals,vs,TOR,W,9,5,Jose Berrios,5.412842655433341,4.874726837766857
4072,Apr 4,royals,vs,TOR,L,1,4,Yusei Kikuchi,5.412842655433341,4.874726837766857
4073,Apr 5,royals,vs,TOR,L,0,3,Alek Manoah,13.5,11.08
4074,Apr 6,royals,vs,TOR,L,3,6,Kevin Gausman,0.0,1.45
4075,Apr 7,royals,at,SFG,W,3,1,Alex Cobb,2.45,4.38
4076,Apr 8,royals,at,SFG,W,6,5,Sean Manaea,13.5,11.78
4077,Apr 9,royals,at,SFG,L,1,3,Anthony DeSclafani,0.0,1.95
4078,Apr 10,royals,at,TEX,L,2,11,Andrew Heaney,23.63,13.78
4079,Apr 11,royals,at,TEX,L,5,8,Jacob deGrom,5.59,1.53
4080,Apr 12,royals,at,TEX,W,10,1,Nathan Eovaldi,4.22,1.88
4081,Apr 14,royals,vs,ATL,L,3,10,Charlie Morton,4.35,4.93
4082,Apr 15,royals,vs,ATL,L,3,9,Bryce Elder,0.0,2.39
4083,Apr 16,royals,vs,ATL,L,4,5,Kyle Wright,12.0,7.28
4084,Apr 17,royals,vs,TEX,L,0,4,Jacob deGrom,4.32,1.18
4085,Apr 18,royals,vs,TEX,L,2,12,Nathan Eovaldi,6.32,2.26
4086,Apr 19,royals,vs,TEX,L,3,12,Martin Perez,2.87,5.07
4087,Apr 21,royals,at,LAA,L,0,2,Shohei Ohtani,0.86,3.0
4088,Apr 22,royals,at,LAA,W,11,8,Tyler Anderson,6.75,8.19
4089,Apr 23,royals,at,LAA,L,3,4,Reid Detmers,4.5,4.03
